Transaction_ID,Customer_ID,Transaction_Date,Product_Clean,Sum of Quantity,Sum of Price,Transaction_Type,Transaction_Status,Record_Status
T83841,C1511,2023-13-01,Coffee Machine,-2,,Unknown,"",Valid
T83840,C4997,2023-13-01,Smartphone,8,-787.3144,Negative Transaction,Completed,Valid
T8384,"",2022-03-16,Smartphone,-6,,Unknown,Pending,Valid
T83839,C993,"",Coffee Machine,989,-250.2283,Negative Transaction,"",Valid
T83838,C2954,2025-02-30,Laptop,-3,503.6486,Negative Transaction,"",Valid
T83837,C1349,2023-13-01,Headphones,974,,Unknown,Failed,Valid
T83836,C2849,2021-05-16,Headphones,-4,,Unknown,"",Valid
T83835,C521,2025-02-30,Laptop,1,-795.402,Negative Transaction,Failed,Valid
T83834,C2840,2023-10-16,Coffee Machine,245,,Unknown,Complete,Valid
T83833,C4333,2025-02-30,Laptop,-8,279.4445,Negative Transaction,Pending,Valid
T83832,C1837,2023-13-01,Headphones,,633.1441,Unknown,Completed,Missing Quantity
T83831,C1229,2021-05-02,Tablet,934,-977.9116,Negative Transaction,"",Valid
T83830,C4765,2023-13-01,Tablet,8,404.4659,Normal Transaction,Complete,Valid
T8383,C531,2023-13-01,Coffee Machine,-3,,Unknown,"",Valid
T83829,C1983,2023-13-01,Headphones,395,-591.7634,Negative Transaction,Completed,Valid
T83828,C4827,2023-13-01,Headphones,3,423.3361,Normal Transaction,Completed,Valid
T83827,C4564,2025-02-30,Headphones,,258.6454,Unknown,Completed,Missing Quantity
T83826,C1456,2025-02-30,Tablet,119,,Unknown,Failed,Valid
T83825,C1598,2023-13-01,Laptop,7,,Unknown,Completed,Valid
T83824,C3181,2023-13-01,Headphones,,409.8997,Unknown,Completed,Missing Quantity
T83823,C3025,"",Smartphone,-9,972.1134,Negative Transaction,Pending,Valid
T83821,C4515,2023-09-24,Tablet,245,-587.3442,Negative Transaction,Completed,Valid
T83820,C345,2024-04-17,Laptop,-6,-161.3987,Negative Transaction,Complete,Valid
T8382,C3105,2021-08-16,Coffee Machine,698,184.8957,Normal Transaction,Completed,Valid
T83819,C038,"",Tablet,641,-172.5195,Negative Transaction,Completed,Valid
T83818,C3893,2023-13-01,Smartphone,931,,Unknown,Failed,Valid
T83817,C2855,2023-13-01,Smartphone,7,-681.1259,Negative Transaction,Failed,Valid
T83816,C451,2025-02-30,Smartphone,984,-943.8085,Negative Transaction,Complete,Valid
T83815,C1500,2025-02-30,Coffee Machine,8,962.0335,Normal Transaction,Complete,Valid
T83814,C676,2023-13-01,Smartphone,-4,,Unknown,Completed,Valid
T83813,C2865,2025-02-30,Tablet,7,743.7813,Normal Transaction,Completed,Valid
T83812,C708,2025-02-30,Headphones,-6,-69.8262,Negative Transaction,"",Valid
T83811,C2918,2023-13-01,Tablet,591,756.2938,Normal Transaction,Failed,Valid
T83810,C2133,2025-02-30,Tablet,,-409.4629,Unknown,Complete,Missing Quantity
T8381,C371,2020-02-26,Tablet,-1,,Unknown,Completed,Valid
T83809,C2784,2025-02-30,Laptop,124,-840.855,Negative Transaction,Completed,Valid
T83808,C1932,2025-02-30,Smartphone,3,,Unknown,Failed,Valid
T83807,C3071,2025-02-30,Tablet,-8,332.8272,Negative Transaction,Complete,Valid
T83806,C3208,2025-02-30,Smartphone,10,-969.8063,Negative Transaction,Pending,Valid
T83805,C2556,2022-10-06,Laptop,825,999.9613,Normal Transaction,Completed,Valid
T83804,C251,2023-13-01,Coffee Machine,-3,,Unknown,Complete,Valid
T83803,C4480,2025-02-30,Laptop,112,,Unknown,Pending,Valid
T83802,C1142,2023-13-01,Coffee Machine,-8,-594.6695,Negative Transaction,Complete,Valid
T83801,C1552,2023-13-01,Smartphone,338,679.9259,Normal Transaction,Completed,Valid
T83800,C1183,2021-11-30,Tablet,4,487.9331,Normal Transaction,Completed,Valid
T8380,C2535,2023-13-01,Tablet,-7,,Unknown,Completed,Valid
T83799,C2927,2025-02-30,Smartphone,-3,,Unknown,Failed,Valid
T83797,C3080,2024-09-18,Laptop,9,,Unknown,"",Valid
T83796,C1953,2025-02-30,Laptop,-2,-87.1544,Negative Transaction,Pending,Valid
T83794,C1990,2024-11-02,Smartphone,444,-907.5481,Negative Transaction,Complete,Valid
T83793,C3945,2023-13-01,Laptop,397,-797.8274,Negative Transaction,Completed,Valid
T83792,C897,2023-13-01,Headphones,-3,77.306,Negative Transaction,Completed,Valid
T83791,C2908,2025-02-30,Coffee Machine,-7,-568.08,Negative Transaction,Completed,Valid
T83790,C586,2025-02-30,Laptop,-1,-171.1365,Negative Transaction,Pending,Valid
T8379,C3280,2025-02-30,Headphones,313,,Unknown,Pending,Valid
T83789,C4258,2021-06-04,Smartphone,3,55.2208,Normal Transaction,Pending,Valid
T83788,C463,2025-02-30,Coffee Machine,360,-523.2432,Negative Transaction,Failed,Valid
T83786,C1292,2021-04-12,Coffee Machine,994,,Unknown,Completed,Valid
T83784,C258,2024-01-11,Coffee Machine,221,,Unknown,"",Valid
T83783,C812,2025-02-30,Tablet,-7,,Unknown,Pending,Valid
T83782,C1407,2023-13-01,Headphones,-9,,Unknown,"",Valid
T83781,C2902,2023-01-08,Laptop,-5,927.45,Negative Transaction,Completed,Valid
T83778,C2730,2023-13-01,Tablet,-1,-577.6008,Negative Transaction,Complete,Valid
T83777,C1192,2023-13-01,Tablet,3,-453.0098,Negative Transaction,Completed,Valid
T83776,C3839,2023-13-01,Coffee Machine,9,,Unknown,Failed,Valid
T83775,C2413,2025-02-30,Laptop,5,,Unknown,Failed,Valid
T83774,C124,2025-02-30,Laptop,233,287.082,Normal Transaction,Completed,Valid
T83772,C4847,2025-02-30,Laptop,2,-204.9248,Negative Transaction,Completed,Valid
T83771,C2345,2021-11-29,Coffee Machine,-8,,Unknown,Complete,Valid
T83770,C1215,2025-02-30,Coffee Machine,908,,Unknown,Completed,Valid
T8377,C2930,2020-02-05,Laptop,-4,188.2048,Negative Transaction,Completed,Valid
T83769,C4433,2023-10-05,Tablet,-5,-708.5803,Negative Transaction,Completed,Valid
T83768,"",2024-06-28,Smartphone,1,174.3337,Normal Transaction,Failed,Valid
T83767,C4714,2023-13-01,Headphones,-3,768.3195,Negative Transaction,Completed,Valid
T83766,C1225,2025-02-30,Tablet,-2,,Unknown,Completed,Valid
T83765,C2110,2023-13-01,Tablet,-8,645.0221,Negative Transaction,Pending,Valid
T83764,C3043,2023-13-01,Headphones,746,-579.4747,Negative Transaction,Completed,Valid
T83763,C4586,2023-13-01,Headphones,-8,,Unknown,Completed,Valid
T83762,C737,2023-13-01,Smartphone,5,-951.07,Negative Transaction,Failed,Valid
T83761,C1869,2025-02-30,Headphones,9,,Unknown,"",Valid
T83760,C3831,2024-09-15,Headphones,10,-456.6654,Negative Transaction,Failed,Valid
T8376,C2500,2025-02-30,Coffee Machine,182,446.6002,Normal Transaction,Complete,Valid
T83759,C3864,2025-02-30,Coffee Machine,-6,,Unknown,Complete,Valid
T83758,C295,2023-13-01,Headphones,-10,-138.2566,Negative Transaction,Failed,Valid
T83757,C1733,"",Tablet,946,,Unknown,Complete,Valid
T83756,"",2025-02-30,Headphones,-2,-790.1767,Negative Transaction,Completed,Valid
T83755,C1621,2024-08-14,Coffee Machine,589,,Unknown,"",Valid
T83754,C2741,2023-13-01,Smartphone,-8,-100.7664,Negative Transaction,Complete,Valid
T83753,C3420,2022-02-16,Coffee Machine,-7,-367.8334,Negative Transaction,Failed,Valid
T83752,C3894,2025-02-30,Coffee Machine,2,752.17,Normal Transaction,Completed,Valid
T83751,C3219,"",Laptop,-3,-664.8033,Negative Transaction,Failed,Valid
T83750,C3768,2023-13-01,Coffee Machine,792,-349.9792,Negative Transaction,Failed,Valid
T8375,C4770,2022-04-07,Coffee Machine,2,-161.7211,Negative Transaction,Failed,Valid
T83749,C542,2022-09-24,Smartphone,356,430.5069,Normal Transaction,Completed,Valid
T83748,C1387,2023-13-01,Smartphone,947,140.5411,Normal Transaction,"",Valid
T83747,C2152,2025-02-30,Tablet,4,,Unknown,Failed,Valid
T83746,C294,2023-13-01,Laptop,7,600.5864,Normal Transaction,Failed,Valid
T83745,C4059,2023-13-01,Coffee Machine,3,,Unknown,Failed,Valid
T83744,C4545,2025-02-30,Coffee Machine,-1,,Unknown,Pending,Valid
T83743,C2238,2023-13-01,Laptop,881,,Unknown,Failed,Valid
T83742,C2574,2023-13-01,Coffee Machine,156,-453.6914,Negative Transaction,"",Valid
T83741,C3978,2025-02-30,Smartphone,-8,867.3,Negative Transaction,Pending,Valid
T8374,C1268,2023-13-01,Tablet,354,,Unknown,Complete,Valid
T83739,C2879,2024-03-24,Tablet,-9,487.2681,Negative Transaction,Failed,Valid
T83738,C1074,2025-02-30,Laptop,7,,Unknown,Complete,Valid
T83737,C626,2023-13-01,Laptop,-1,,Unknown,Complete,Valid
T83736,C1238,2022-06-21,Laptop,863,-542.6796,Negative Transaction,"",Valid
T83735,C3194,2025-02-30,Headphones,-10,-105.7746,Negative Transaction,"",Valid
T83734,C3211,2024-11-08,Laptop,-4,,Unknown,"",Valid
T83732,C3163,"",Coffee Machine,8,-698.5929,Negative Transaction,Failed,Valid
T83731,C3889,2023-13-01,Tablet,-7,,Unknown,Completed,Valid
T83730,C4842,2025-02-30,Coffee Machine,10,-486.6243,Negative Transaction,"",Valid
T8373,C2371,2023-13-01,Headphones,271,274.8094,Normal Transaction,Complete,Valid
T83729,C767,2023-13-01,Coffee Machine,297,,Unknown,Failed,Valid
T83727,C412,2023-12-23,Smartphone,-10,635.6393,Negative Transaction,Pending,Valid
T83726,C651,2023-13-01,Tablet,504,441.595,Normal Transaction,Completed,Valid
T83724,C3419,2024-06-11,Laptop,471,-608.3598,Negative Transaction,Pending,Valid
T83723,C4506,2023-13-01,Laptop,466,-341.9276,Negative Transaction,Failed,Valid
T83722,C2359,"",Smartphone,8,862.9679,Normal Transaction,Pending,Valid
T83721,C955,2025-02-30,Laptop,-7,584.08,Negative Transaction,Complete,Valid
T83720,C4711,2025-02-30,Laptop,-1,,Unknown,Failed,Valid
T8372,C3087,2024-06-10,Headphones,6,,Unknown,Pending,Valid
T83719,C464,2025-02-30,Coffee Machine,935,,Unknown,Completed,Valid
T83718,C3049,2023-13-01,Coffee Machine,6,694.2876,Normal Transaction,Completed,Valid
T83717,C1068,2024-11-05,Coffee Machine,-10,611.2307,Negative Transaction,Failed,Valid
T83716,C1409,2025-02-30,Laptop,699,599.4616,Normal Transaction,Completed,Valid
T83715,C375,2023-12-02,Headphones,,-980,Unknown,Failed,Missing Quantity
T83714,C1672,2022-09-19,Laptop,6,-60.69,Negative Transaction,Completed,Valid
T83713,C1170,2025-02-30,Tablet,2,,Unknown,Completed,Valid
T83712,C577,2023-13-01,Laptop,814,,Unknown,Failed,Valid
T83711,C4238,2022-06-17,Coffee Machine,9,,Unknown,"",Valid
T83710,C2420,2025-02-30,Tablet,4,,Unknown,Completed,Valid
T8371,C1644,2023-13-01,Headphones,7,-543.1892,Negative Transaction,Completed,Valid
T83709,C3364,2025-02-30,Smartphone,5,,Unknown,Failed,Valid
T83708,C1996,2025-02-30,Smartphone,-6,-76.4712,Negative Transaction,Complete,Valid
T83707,C3931,2023-13-01,Smartphone,317,692.956,Normal Transaction,"",Valid
T83706,C2533,2025-02-30,Coffee Machine,-10,759.3949,Negative Transaction,Completed,Valid
T83705,C3409,2023-13-01,Coffee Machine,-5,-753.7473,Negative Transaction,Complete,Valid
T83704,C885,2024-06-28,Headphones,10,,Unknown,Complete,Valid
T83703,C2958,2025-02-30,Coffee Machine,-3,-995.91,Negative Transaction,Completed,Valid
T83702,C2610,2021-07-26,Headphones,-8,-886.8279,Negative Transaction,Complete,Valid
T83701,C2994,2023-03-09,Smartphone,265,,Unknown,Complete,Valid
T83700,C3529,2024-12-16,Headphones,-6,244.6577,Negative Transaction,"",Valid
T8370,C1600,2025-02-30,Tablet,-5,,Unknown,Completed,Valid
T83699,C210,2025-02-30,Tablet,-10,681.6358,Negative Transaction,Completed,Valid
T83698,C3328,2023-13-01,Laptop,745,-494.9495,Negative Transaction,Failed,Valid
T83696,C1823,2023-13-01,Laptop,6,-162.6024,Negative Transaction,Complete,Valid
T83695,C4066,2025-02-30,Laptop,-8,987.6274,Negative Transaction,Completed,Valid
T83694,C4618,2023-13-01,Coffee Machine,1,-363.8951,Negative Transaction,Completed,Valid
T83693,C3722,2025-02-30,Laptop,-1,,Unknown,Completed,Valid
T83692,C3578,"",Smartphone,-6,963.75,Negative Transaction,Completed,Valid
T83691,C4137,2020-09-07,Headphones,4,-823.0482,Negative Transaction,"",Valid
T83690,C3416,2025-02-30,Smartphone,182,456.95,Normal Transaction,"",Valid
T8369,C564,2025-02-30,Smartphone,329,-976.8321,Negative Transaction,Complete,Valid
T83689,C1058,2024-09-14,Headphones,,624.0953,Unknown,Failed,Missing Quantity
T83688,C4212,2025-02-30,Coffee Machine,-4,-597.0194,Negative Transaction,Pending,Valid
T83687,C232,2023-13-01,Coffee Machine,3,-293.96,Negative Transaction,Complete,Valid
T83686,C4679,2025-02-30,Coffee Machine,120,797.58,Normal Transaction,Pending,Valid
T83685,C4290,2021-08-04,Smartphone,-7,-300.0685,Negative Transaction,Completed,Valid
T83684,C4244,2023-13-01,Laptop,643,,Unknown,Pending,Valid
T83683,C2624,2025-02-30,Tablet,490,-239.9076,Negative Transaction,Completed,Valid
T83682,C3216,2025-02-30,Smartphone,162,,Unknown,"",Valid
T83681,"",2021-04-30,Coffee Machine,124,-177.9229,Negative Transaction,Completed,Valid
T83680,C4518,2020-06-18,Laptop,391,642.5228,Normal Transaction,Pending,Valid
T8368,C2323,2023-02-19,Laptop,762,-335.2454,Negative Transaction,"",Valid
T83678,C1883,2022-01-20,Laptop,4,57.237,Normal Transaction,"",Valid
T83677,C4533,2025-02-30,Tablet,202,,Unknown,Completed,Valid
T83676,C3031,2020-03-28,Coffee Machine,-3,,Unknown,Failed,Valid
T83675,C4869,2022-09-27,Smartphone,746,666.8226,Normal Transaction,Completed,Valid
T83674,C3902,2023-06-20,Laptop,-5,339.6135,Negative Transaction,Pending,Valid
T83673,C1469,2022-01-06,Headphones,4,,Unknown,"",Valid
T83672,C2609,2023-07-18,Smartphone,5,-209.12,Negative Transaction,Completed,Valid
T83671,"","",Headphones,-7,960.12,Negative Transaction,Pending,Valid
T83670,C2476,2023-13-01,Coffee Machine,-3,261.0279,Negative Transaction,Complete,Valid
T8367,C4568,2025-02-30,Coffee Machine,7,776.744,Normal Transaction,Complete,Valid
T83669,C1899,2023-13-01,Smartphone,-10,-811.2151,Negative Transaction,Complete,Valid
T83668,C3157,2023-09-15,Headphones,1,106.0702,Normal Transaction,Completed,Valid
T83667,C4543,"",Headphones,10,965.8784,Normal Transaction,Complete,Valid
T83666,C4545,2025-02-30,Coffee Machine,-2,394.4003,Negative Transaction,Pending,Valid
T83665,C2305,2023-13-01,Laptop,-2,,Unknown,Pending,Valid
T83664,C1956,2025-02-30,Tablet,9,,Unknown,"",Valid
T83663,C4292,2023-13-01,Laptop,5,,Unknown,"",Valid
T83662,C3938,2022-05-30,Coffee Machine,184,995.2669,Normal Transaction,Failed,Valid
T83661,C4770,2023-13-01,Smartphone,7,,Unknown,Completed,Valid
T83660,C4051,2023-11-13,Coffee Machine,8,,Unknown,Completed,Valid
T83659,C2637,2024-01-04,Smartphone,-3,-116.6315,Negative Transaction,Completed,Valid
T83658,C1847,2022-10-16,Coffee Machine,4,-944.99,Negative Transaction,Completed,Valid
T83657,C525,2023-13-01,Tablet,-6,577.4264,Negative Transaction,Complete,Valid
T83656,C2225,2023-13-01,Tablet,343,-587.0354,Negative Transaction,Complete,Valid
T83655,C3017,2022-04-15,Laptop,-2,,Unknown,"",Valid
T83654,C1118,"",Smartphone,842,-81.0715,Negative Transaction,Completed,Valid
T83653,C3220,2021-05-08,Tablet,350,-796.0721,Negative Transaction,Completed,Valid
T83652,C1486,2023-13-01,Tablet,6,,Unknown,Failed,Valid
T83651,C4252,"",Coffee Machine,607,614.7156,Normal Transaction,Completed,Valid
T83650,C2058,2023-07-29,Smartphone,5,-566.1399,Negative Transaction,Pending,Valid
T8365,C909,2021-03-28,Laptop,308,-666.2476,Negative Transaction,Pending,Valid
T83649,"",2023-02-01,Tablet,626,-429.48,Negative Transaction,Complete,Valid
T83648,C942,2025-02-30,Headphones,537,,Unknown,Failed,Valid
T83647,C4263,2025-02-30,Laptop,228,,Unknown,"",Valid
T83646,C1956,2024-12-28,Smartphone,-4,780.286,Negative Transaction,Complete,Valid
T83645,C2169,2023-13-01,Smartphone,-5,,Unknown,"",Valid
T83644,C783,2023-09-13,Coffee Machine,-7,,Unknown,Failed,Valid
T83643,C863,2025-02-30,Coffee Machine,521,,Unknown,Complete,Valid
T83642,C4141,2025-02-30,Smartphone,14,-252.2368,Negative Transaction,"",Valid
T83641,C2988,2020-08-18,Smartphone,-6,513.0133,Negative Transaction,Completed,Valid
T83640,C3821,"",Tablet,-5,,Unknown,Complete,Valid
T8364,C4739,2023-13-01,Laptop,9,,Unknown,Completed,Valid
T83639,C3007,2024-12-02,Coffee Machine,-6,773.5441,Negative Transaction,Failed,Valid
T83638,C3156,2022-04-20,Smartphone,9,-879.36,Negative Transaction,Pending,Valid
T83637,C2068,2023-08-18,Laptop,-6,-990.1162,Negative Transaction,Failed,Valid
T83636,C2914,"",Tablet,-7,-216.688,Negative Transaction,Completed,Valid
T83635,C1556,2025-02-30,Headphones,1,-887.6681,Negative Transaction,Pending,Valid
T83634,C3951,"",Coffee Machine,337,,Unknown,Completed,Valid
T83633,C1906,2025-02-30,Smartphone,-7,717.7817,Negative Transaction,Complete,Valid
T83632,C252,2021-12-23,Tablet,784,,Unknown,Complete,Valid
T83630,C3900,2025-02-30,Laptop,-2,382.8642,Negative Transaction,Complete,Valid
T8363,C4853,2025-02-30,Laptop,-7,267.6924,Negative Transaction,Pending,Valid
T83629,C4304,2025-02-30,Headphones,8,,Unknown,Failed,Valid
T83628,C2709,2022-07-26,Tablet,-7,-434.9136,Negative Transaction,Pending,Valid
T83627,C1222,2025-02-30,Coffee Machine,727,,Unknown,Pending,Valid
T83626,C4380,2021-11-06,Coffee Machine,566,-600.52,Negative Transaction,Complete,Valid
T83625,C573,2025-02-30,Headphones,7,60.5363,Normal Transaction,Pending,Valid
T83624,C4323,2024-10-04,Laptop,1,,Unknown,Pending,Valid
T83623,C793,"",Headphones,-6,,Unknown,Completed,Valid
T83622,C2076,2024-04-17,Headphones,-8,555.7709,Negative Transaction,Pending,Valid
T83620,C1215,2025-02-30,Coffee Machine,7,,Unknown,Pending,Valid
T8362,C311,2025-02-30,Laptop,772,326.9972,Normal Transaction,"",Valid
T83619,C338,2022-03-09,Laptop,-2,-335.8302,Negative Transaction,Completed,Valid
T83618,C1815,2023-13-01,Coffee Machine,-6,889.7707,Negative Transaction,Complete,Valid
T83617,C2250,2023-13-01,Coffee Machine,-4,-67.97,Negative Transaction,Pending,Valid
T83615,C1005,2025-02-30,Laptop,1,-52.9202,Negative Transaction,Completed,Valid
T83614,C1535,2023-13-01,Coffee Machine,10,-59.8757,Negative Transaction,"",Valid
T83613,C3843,2022-05-30,Laptop,7,586.4699,Normal Transaction,Completed,Valid
T83612,C1466,2025-02-30,Headphones,168,87.2655,Normal Transaction,"",Valid
T83611,C2594,2025-02-30,Headphones,710,,Unknown,Completed,Valid
T83610,C4710,2024-08-07,Coffee Machine,10,893.2913,Normal Transaction,Completed,Valid
T8361,C2286,2025-02-30,Coffee Machine,536,,Unknown,Pending,Valid
T83609,C3015,2022-05-29,Tablet,4,-386.0999,Negative Transaction,Completed,Valid
T83608,C4764,2025-02-30,Tablet,7,570.5577,Normal Transaction,Completed,Valid
T83607,C3703,2025-02-30,Coffee Machine,937,,Unknown,Complete,Valid
T83606,C2440,2021-10-21,Headphones,-5,,Unknown,Completed,Valid
T83605,C3299,2025-02-30,Coffee Machine,245,-241.195,Negative Transaction,Complete,Valid
T83604,C1012,2023-13-01,Headphones,-1,,Unknown,"",Valid
T83603,C1729,2025-02-30,Coffee Machine,617,-105.1237,Negative Transaction,Complete,Valid
T83602,C524,2025-02-30,Headphones,7,,Unknown,Failed,Valid
T83601,C4450,2020-06-13,Headphones,10,-267.9596,Negative Transaction,Failed,Valid
T83600,C2935,"",Headphones,-1,,Unknown,Completed,Valid
T8360,C4719,2022-08-07,Tablet,475,-101.6249,Negative Transaction,Completed,Valid
T83599,C3872,2025-02-30,Tablet,-4,,Unknown,Complete,Valid
T83598,C862,2023-13-01,Laptop,800,,Unknown,Completed,Valid
T83597,C3141,2023-13-01,Smartphone,488,-968.4701,Negative Transaction,Completed,Valid
T83596,C2695,2024-12-27,Coffee Machine,,836.7248,Unknown,Completed,Missing Quantity
T83595,C4544,"",Smartphone,4,-343.41,Negative Transaction,"",Valid
T83594,C3755,2025-02-30,Coffee Machine,2,,Unknown,Failed,Valid
T83592,C1698,2023-07-23,Laptop,-8,,Unknown,"",Valid
T83591,C844,2023-13-01,Laptop,10,,Unknown,Completed,Valid
T83590,C2063,2023-13-01,Smartphone,-10,56.6009,Negative Transaction,Completed,Valid
T8359,C3800,2023-13-01,Laptop,-10,-650.2457,Negative Transaction,Completed,Valid
T83589,C996,2023-13-01,Tablet,1,-834.5328,Negative Transaction,"",Valid
T83588,C4633,2020-04-06,Coffee Machine,-9,701.5959,Negative Transaction,Complete,Valid
T83587,C4398,2025-02-30,Smartphone,-10,108.3791,Negative Transaction,"",Valid
T83586,C296,2020-02-28,Headphones,-9,316.6893,Negative Transaction,"",Valid
T83585,C1694,2023-13-01,Smartphone,4,-114.0169,Negative Transaction,Completed,Valid
T83584,C2621,2023-13-01,Laptop,,328.84,Unknown,Completed,Missing Quantity
T83583,C2065,2023-13-01,Tablet,-4,,Unknown,Completed,Valid
T83582,C1034,2025-02-30,Headphones,458,378.013,Normal Transaction,Completed,Valid
T83581,C2773,2023-13-01,Smartphone,-10,,Unknown,"",Valid
T83580,C831,2025-02-30,Tablet,679,,Unknown,Completed,Valid
T8358,C1734,2023-12-18,Laptop,1,,Unknown,Failed,Valid
T83578,C4135,2023-09-22,Coffee Machine,,919.5957,Unknown,"",Missing Quantity
T83577,C2066,2020-03-01,Coffee Machine,191,513.4139,Normal Transaction,Failed,Valid
T83575,C4403,2020-06-09,Coffee Machine,,890.9884,Unknown,Completed,Missing Quantity
